preset,x_h,phi_h,temperature_L,sound_speed_squared
cosh-calibration,0.18935555356705669,0.1808371317869065,5.4552817939053222,0.3328603914919876
cosh-calibration,0.19095298087539173,0.1823599216959583,5.3776486712409328,0.33285242543469362
cosh-calibration,0.19256388428177268,0.18389548748799911,5.3011210376736599,0.33284432600896069
cosh-calibration,0.19418837747226067,0.18544393515241142,5.2256831527294292,0.3328360910089988
cosh-calibration,0.1958265750919867,0.18700537152676303,5.1513195000570926,0.33282771819132789
cosh-calibration,0.1974785927532425,0.18857990430410682,5.0780147842354015,0.33281920528002684
cosh-calibration,0.19914454704363982,0.19016764203816594,5.0057539276273477,0.33281054996425069
cosh-calibration,0.20082455553433803,0.19176869415027503,4.9345220672783867,0.33280174989188166
cosh-calibration,0.2025187367883417,0.19338317093423532,4.8643045518621939,0.33279280267061073
cosh-calibration,0.20422721036886779,0.19501118356356417,4.7950869386657908,0.33278370587712486
cosh-calibration,0.20595009684778362,0.19665284409709907,4.7268549906175847,0.3327744570457879
cosh-calibration,0.20768751781411607,0.19830826548524896,4.6595946733622853,0.33276505366927561
cosh-calibration,0.20943959588263228,0.19997756157620927,4.5932921523723955,0.33275549320359515
cosh-calibration,0.211206454702493,0.20166084712206697,4.5279337901035648,0.33274577306167336
cosh-calibration,0.21298821896597897,0.20335823778512338,4.4635061431900871,0.33273589061759368
cosh-calibration,0.21478501441729064,0.20506985014400361,4.3999959596787894,0.33272584319958959
cosh-calibration,0.21659696786142243,0.20679580170006634,4.3373901763062603,0.33271562809899252
cosh-calibration,0.21842420717311165,0.20853621088353153,4.275675915807339,0.33270524256065848
cosh-calibration,0.22026686130586298,0.21029119705969876,4.2148404842726981,0.33269468378143308
cosh-calibration,0.22212506030104914,0.21206088053554983,4.1548713685336871,0.33268394892346304
cosh-calibration,0.22399893529708828,0.21384538256565844,4.0957562335895847,0.33267303509646567
cosh-calibration,0.22588861853869874,0.2156448253588216,4.0374829200725681,0.3326619393658074
cosh-calibration,0.22779424338623194,0.21745933208420679,3.9800394417445299,0.33265065875195754
cosh-calibration,0.22971594432508408,0.21928902687781565,3.9234139830337149,0.33263919022760735
cosh-calibration,0.23165385697518706,0.22113403484873512,3.8675948966030824,0.33262753071854573
cosh-calibration,0.23360811810057969,0.22299448208558817,3.8125707009560621,0.3326156770988225
cosh-calibration,0.23557886561905933,0.22487049566289891,3.7583300780750255,0.3326036261965068
cosh-calibration,0.23756623861191534,0.22676220364734384,3.7048618710926124,0.33259137479019801
cosh-calibration,0.23957037733374437,0.2286697351043448,3.6521550819979103,0.33257891960470948
cosh-calibration,0.24159142322234842,0.23059322010432887,3.6001988693747373,0.3325662573155766
cosh-calibration,0.24362951890871673,0.2325327897290923,3.5489825461710227,0.33255338454702665
cosh-calibration,0.24568480822709146,0.23448857607834703,3.4984955775014663,0.33254029787051154
cosh-calibration,0.24775743622511859,0.23646071227600143,3.4487275784802209,0.33252699380154932
cosh-calibration,0.24984754917408428,0.23844933247660274,3.399668312086368,0.33251346880175819
cosh-calibration,0.25195529457923777,0.24045457187170832,3.3513076870570484,0.332499719282009
cosh-calibration,0.25408082119020109,0.24247656669632486,3.3036357558121732,0.33248574159064059
cosh-calibration,0.25622427901146683,0.24451545423531959,3.2566427124102839,0.33247153202511642
cosh-calibration,0.25838581931298443,0.24657137282976782,3.2103188905283893,0.33245708682292646
cosh-calibration,0.26056559464083562,0.24864446188332071,3.1646547614779781,0.33244240216270188
cosh-calibration,0.26276375882800018,0.25073486186872374,3.1196409322414356,0.3324274741674465
cosh-calibration,0.26498046700521216,0.25284271433399125,3.0752681435430289,0.33241229889316043
cosh-calibration,0.26721587561190824,0.25496816190884641,3.0315272679437153,0.33239687234488025
cosh-calibration,0.26947014240726763,0.25711134831126065,2.988409307962153,0.33238119046168141
cosh-calibration,0.27174342648134603,0.25927241835342618,2.9459053942271471,0.33236524911576187
